"부류코드(catgoryCode)","부류명(catgoryNm)","품목코드(stdPrdlstCode)","품목명(stdPrdlstNm)","HSK류코드(hskLclasCode)","HSK류명(hskLclasNm)","HSK호코드(hskMclasCode)","HSK호명(hskMclasNm)","HSK소호코드(hskSclasCode)","HSK소호명(hskSclasNm)","HSK품목코드(hskPrdlstCode)","HSK품목명(hskPrdlstNm)","업데이트일자(updtDe)"
"63","해면갑각류","6301","가재류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0306","갑각류[껍데기가 붙어 있는 것인지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 껍데기가 붙어 있는 상태로 물에 찌거나 삶은 것(냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것인지에 상관없다)  ， 갑각류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030625","노르웨이 바닷가재[네프로프스 노르베지쿠스(Nephrops norvegicus)]","0306251000","살아 있는 것  ， 신선한 것  ， 냉장한 것","2015-12-03"
"63","해면갑각류","6302","게류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0306","갑각류[껍데기가 붙어 있는 것인지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 껍데기가 붙어 있는 상태로 물에 찌거나 삶은 것(냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것인지에 상관없다)  ， 갑각류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030624","게","0306241090","기타","2015-12-03"
"63","해면갑각류","6303","곤쟁이류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0306","갑각류[껍데기가 붙어 있는 것인지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 껍데기가 붙어 있는 상태로 물에 찌거나 삶은 것(냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것인지에 상관없다)  ， 갑각류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030629","기타[고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다(식용에 적합한 것으로 한정한다)]","0306291000","살아 있는 것  ， 신선한 것  ， 냉장한 것","2015-12-03"
"64","해면연체류","6401","갑오징어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030741","살아 있는 것  ， 신선한 것  ， 냉장한 것","0307411000","갑오징어","2015-12-03"
"64","해면연체류","6402","꼴뚜기류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"64","해면연체류","6403","낙지류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030741","살아 있는 것  ， 신선한 것  ， 냉장한 것","0307412000","오징어","2015-12-03"
"64","해면연체류","6404","문어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030759","기타","0307599000","기타","2015-12-03"
"64","해면연체류","6405","오징어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"64","해면연체류","6406","주꾸미류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030751","살아 있는 것  ， 신선한 것  ， 냉장한 것","0307511000","낙지","2015-12-03"
"65","해면포유류","6501","고래류","01","살아 있는 동물","0106","그 밖의 살아 있는 동물","010620","파충류(뱀과 거북을 포함한다)","0106203000","거북","2015-12-03"
"71","내수면어류","7101","가물치류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7102","검정우럭류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030282","가오리와 홍어[라지대(Rajidae)과]","0302820000","가오리와 홍어[라지대(Rajidae)과]","2015-12-03"
"71","내수면어류","7103","꺽지류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030222","가자미[플루로넥테스 플라테사(Pleuronectes platessa)]","0302220000","가자미[플루로넥테스 플라테사(Pleuronectes platessa)]","2015-12-03"
"71","내수면어류","7104","누치류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302892000","갈치","2015-12-03"
"71","내수면어류","7105","동사리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7106","동자개류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030244","고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]","0302440000","고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]","2015-12-03"
"71","내수면어류","7107","드렁허리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7108","메기류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7109","미꾸리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7110","바다빙어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7111","백련어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7112","붕어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302895000","꽁치(학꽁치를 포함한다)","2015-12-03"
"71","내수면어류","7113","산천어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7114","송사리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7115","송어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030221","넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]","0302210000","넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]","2015-12-03"
"71","내수면어류","7116","열목어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7117","잉어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7118","장어류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"71","내수면어류","7119","종개류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030284","농어[디센트라르쿠스(Dicentrarchus)종]","0302840000","농어[디센트라르쿠스(Dicentrarchus)종]","2015-12-03"
"71","내수면어류","7120","키크리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0302","신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다]","030289","기타","0302899090","기타","2015-12-03"
"72","내수면패류","7201","논우렁이류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"72","내수면패류","7202","다슬기류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"72","내수면패류","7203","석패류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"72","내수면패류","7204","재첩류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"73","내수면갑각류","7301","민물가재류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"73","내수면갑각류","7302","민물게류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0306","갑각류[껍데기가 붙어 있는 것인지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 껍데기가 붙어 있는 상태로 물에 찌거나 삶은 것(냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것인지에 상관없다)  ， 갑각류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030624","게","0306241090","기타","2015-12-03"
"73","내수면갑각류","7303","민물새우류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0307","연체동물[껍데기가 붙어 있는지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 연체동물의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030799","기타","0307991900","기타","2015-12-03"
"81","해조류","8101","가사리류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8102","갈래곰보류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030382","가오리와 홍어[라지대(Rajidae)과]","0303821000","가오리","2015-12-03"
"81","해조류","8103","김류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030332","가자미[플루로넥테스 플라테사(Pleuronectes platessa)]","0303320000","가자미[플루로넥테스 플라테사(Pleuronectes platessa)]","2015-12-03"
"81","해조류","8104","꼬시래기류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303892000","갈치","2015-12-03"
"81","해조류","8105","다시마류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8106","도박류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030354","고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]","0303540000","고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]","2015-12-03"
"81","해조류","8107","말류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8108","모자반류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8109","미역류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8110","석묵류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8111","진두발류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"81","해조류","8112","청각류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303896000","꽁치(학꽁치를 포함한다)","2015-12-03"
"81","해조류","8113","파래류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0303","냉동어류[제0304호의 어류의 필레(fillet)와 기타 어육은 제외한다]","030389","기타","0303899099","기타","2015-12-03"
"83","내수면조류","8301","순채류","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물","0306","갑각류[껍데기가 붙어 있는 것인지에 상관없으며 살아 있는 것과 신선한 것ㆍ냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것  ， 훈제한 것(껍데기가 붙어 있는 것인지 또는 훈제 전이나 훈제과정 중에 조리한 것인지에 상관없다)  ， 껍데기가 붙어 있는 상태로 물에 찌거나 삶은 것(냉장이나 냉동한 것ㆍ건조한 것ㆍ염장이나 염수장한 것인지에 상관없다)  ， 갑각류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)을 포함한다]","030612","바닷가재[호마루스(Homarus)종]","0306129000","기타","2015-12-03"
"91","농림가공","9101","통조림","20","채소ㆍ과실ㆍ견과류나 식물의 그 밖의 부분의 조제품","2008","그 밖의 방법으로 조제하거나 보존처리한 과실ㆍ견과류와 그 밖의 식용에 적합한 식물의 부분(설탕이나 그 밖의 감미료나 주정을 첨가했는지에 상관없으며 따로 분류되지 않은 것으로 한정한다)","200899","기타","2008999000","기타","2015-12-03"
"91","농림가공","9102","쨈","20","채소ㆍ과실ㆍ견과류나 식물의 그 밖의 부분의 조제품","2007","잼ㆍ과실젤리ㆍ마멀레이드(marmalade)ㆍ과실이나 견과류의 퓨레(purre)ㆍ과실이나 견과류의 페이스트(paste)(조리해서 얻은 것으로 한정하며  ， 설탕이나 그 밖의 감미료를 첨가했는지에 상관없다)","200799","기타","2007991000","잼ㆍ과실젤리와 마멀레이드(marmalade)","2015-12-03"
"91","농림가공","9103","주스","22","음료ㆍ주류ㆍ식초","2202","설탕이나 그 밖의 감미료 또는 맛이나 향을 첨가한 물(광천수와 탄산수를 포함한다)과 그 밖의 알코올을 함유하지 않은 음료(제2009호의 과실 주스와 채소 주스는 제외한다)","220290","기타","2202902000","과실주스 음료","2015-12-03"
"91","농림가공","9104","절임식품","20","채소ㆍ과실ㆍ견과류나 식물의 그 밖의 부분의 조제품","2005","조제하거나 보존처리한 그 밖의 채소(식초나 초산으로 처리한 것은 제외하고  ， 냉동하지 않은 것으로 한정하며  ， 제2006호의 물품은 제외한다)","200599","기타","2005991000","김치","2015-12-03"
"91","농림가공","9105","유지","15","동물성·식물성 지방과 기름 및 이들의 분해생산물  ， 조제한 식용 지방과 동물성·식물성 납(蠟)","1515","그 밖의 비휘발성인 식물성 지방과 기름[호호바유(jojoba oil)를 포함한다]과 그 분획물(정제했는지에 상관없으며 화학적으로 변성 가공한 것은 제외한다)","151590","기타","1515909090","기타","2015-12-03"
"91","농림가공","9106","전분 및 사료제조","11","제분공업의 생산품과 맥아  ， 전분  ， 이눌린(inulin)  ， 밀의 글루텐(gluten)","1108","전분과 이눌린(inulin)","110819","그 밖의 전분","1108199000","기타","2015-12-03"
"91","농림가공","9107","곡물제조","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품","1901","맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아를 함유하지 않은 것이나 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 40 미만인 것으로 따로 분류되지 않은 것으로 한정한다]  ， 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아를 함유하지 않은 것이나 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 5 미만인 것으로 따로 분류되지 않은 것으로 한정한다]","190190","기타","1901902000","기타","2015-12-03"
"91","농림가공","9108","조미제품","21","각종 조제 식료품","2103","소스와 소스용 조제품  ， 혼합조미료  ， 겨자의 고운 가루ㆍ거친 가루와 조제한 겨자","210390","기타","2103909090","기타","2015-12-03"
"91","농림가공","9109","차","21","각종 조제 식료품","2101","커피ㆍ차ㆍ마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물과 이것들을 기본 재료로 한 조제품  ， 커피ㆍ차ㆍ마테(mate)를 기본 재료로 한 조제품  ， 볶은 치커리(chicory)ㆍ그 밖의 볶은 커피 대용물과 이들의 추출물(extract)ㆍ에센스(essence)ㆍ농축물","210120","차나 마테(mate)의 추출물(extract)ㆍ에센스(essence)ㆍ농축물  ， 이들을 기본 재료로 한 조제품  ， 차나 마테(mate)를 기본 재료로 한 조제품","2101209090","기타","2015-12-03"
"91","농림가공","9110","식료품","21","각종 조제 식료품","2104","수프ㆍ브로드(broth)와 수프ㆍ브로드(broth)용 조제품  ， 균질화한 혼합 조제 식료품","210410","수프ㆍ브로드(broth)와 수프ㆍ브로드(broth)용 조제품","2104109000","기타","2015-12-03"
"91","농림가공","9115","건강보조식품","13","락(lac)  ， 검·수지·그 밖의 식물성 수액과 추출물(extract)","1302","식물성 수액과 추출물(extract)  ， 펙틴질  ， 펙티닝산염(pectinate)과 펙틴산염(pectate)  ， 식물성 원료에서 얻은 한천ㆍ그 밖의 점질물과 시커너(thickener)(변성 가공했는지에 상관없다)","130219","기타","1302199099","기타","2015-12-03"
"91","농림가공","9117","건제품","08","식용의 과실과 견과류  ，감귤류·멜론의 껍질","0813","건조한 과실(제0801호부터 제0806호까지에 해당하는 것은 제외한다)  ， 이 류의 견과류나 건조한 과실의 혼합물","081340","그 밖의 과실","0813409000","기타","2015-12-03"
"92","축산가공","9201","육가공품","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물의 조제품","1602","그 밖의 조제하거나 보존처리한 육ㆍ설육(屑肉)이나 피","160290","기타(동물의 피 조제품을 포함한다)","1602909000","기타","2015-12-03"
"01","미곡류","010313","쌀","10","곡물","1006","쌀","100630","정미(연마ㆍ광택 여부에 상관없다)","1006301000","멥쌀","2015-12-03"
"01","미곡류","010603","현미","10","곡물","1006","쌀","100620","현미","1006201000","메현미","2015-12-03"
"01","미곡류","010604","현미","10","곡물","1006","쌀","100620","현미","1006202000","찰현미","2015-12-03"
"02","맥류","020102","보리","10","곡물","1003","보리","100390","기타","1003903000","쌀보리","2015-12-03"
"02","맥류","020103","보리","10","곡물","1003","보리","100390","기타","1003901000","맥주보리","2015-12-03"
"02","맥류","020105","보리","10","곡물","1003","보리","100390","기타","1003902000","겉보리","2015-12-03"
"16","특용작물류","160602","유채","04","낙농품  ， 새의 알  ， 천연꿀  ， 다른 류로 분류되지 않은 식용인 동물성 생산품","0404","유장(농축한 것인지 또는 설탕이나 그 밖의 감미료를 첨가한 것인지에 상관없다)과 따로 분류된 것 외의 천연밀크의 성분을 함유하는 물품(설탕이나 그 밖의 감미료를 첨가한 것인지에 상관없다)","040410","유장과 변성유장(농축한 것인지 또는 설탕이나 그 밖의 감미료를 첨가한 것인지에 상관없다)","0404101011","사료용","2015-12-03"
